rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
MXN37BPK2HKTB6NF.JRTCKXETXF.6YS6EN2CT7,2.7648000000,US East (Ohio),Memory optimized,48,r6gd.12xlarge,384 GiB,2 x 1425 NVMe SSD,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
MYMUMGZED8DAY7TQ.JRTCKXETXF.6YS6EN2CT7,0.4271000000,US East (Ohio),General purpose,8,m7gd.2xlarge,32 GiB,1 x 475 NVMe SSD,Up to 15 Gigabit,Linux,General Purpose,Linux,NA,No License required
MXHJC9H6DVD95M9K.JRTCKXETXF.6YS6EN2CT7,0.3088800000,US East (Ohio),Storage optimized,4,i4g.xlarge,32 GiB,1 x 937 SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
MYZQBTF4P45W3U4A.JRTCKXETXF.6YS6EN2CT7,2.1760000000,US East (Ohio),Compute optimized,64,c6g.16xlarge,128 GiB,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
N7KJKBRXVX94TQW5.JRTCKXETXF.6YS6EN2CT7,0.0850000000,US East (Ohio),Compute optimized,2,c5.large,4 GiB,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
N8MKK9PQX3NREQU9.JRTCKXETXF.6YS6EN2CT7,7.2000000000,US East (Ohio),Compute optimized,48,hpc7a.24xlarge,768 GiB,EBS only,300 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
KXMWDSQ7QVNTCSV7.JRTCKXETXF.6YS6EN2CT7,2.7120000000,US East (Ohio),General purpose,48,m5d.12xlarge,192 GiB,2 x 900 NVMe SSD,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
KY4J4EE2VE67BY8T.JRTCKXETXF.6YS6EN2CT7,9.3787200000,US East (Ohio),Memory optimized,96,r6idn.24xlarge,768 GiB,4 x 1425 NVMe SSD,150000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
KZ96VHDQYH98S9EA.JRTCKXETXF.6YS6EN2CT7,3.1262400000,US East (Ohio),Memory optimized,32,r6idn.8xlarge,256 GiB,1 x 1900 NVMe SSD,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
MD5WDRNPRHM2XAGC.JRTCKXETXF.6YS6EN2CT7,0.3980000000,US East (Ohio),Compute optimized,8,c4.2xlarge,15 GiB,EBS only,High,Linux,Compute Optimized,Linux,NA,No License required
MDSBS66AS4N5QZPV.JRTCKXETXF.6YS6EN2CT7,0.9000000000,US East (Ohio),GPU instance,4,p2.xlarge,61 GiB,EBS only,High,Linux,Accelerated Computing,Linux,NA,No License required
NSD5TSTJA3Q93PC7.JRTCKXETXF.6YS6EN2CT7,6.6752000000,US East (Ohio),GPU instance,96,g6.24xlarge,384 GiB,4 X 940 GB NVMe SSD,50 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
NT8A6EP5ZXAMR32N.JRTCKXETXF.6YS6EN2CT7,0.0680000000,US East (Ohio),Memory optimized,1,r7gd.medium,8 GiB,1 x 59 NVMe SSD,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
NVDUCTX9URYDEXSD.JRTCKXETXF.6YS6EN2CT7,2.7216000000,US East (Ohio),Memory optimized,48,r6a.12xlarge,384 GiB,EBS only,18750 Megabit,Linux,Memory Optimized,Linux,NA,No License required
MW8UQZATN9TSYX2K.JRTCKXETXF.6YS6EN2CT7,1.2480000000,US East (Ohio),Storage optimized,16,i3.4xlarge,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
N9M98943HADDQ2DQ.JRTCKXETXF.6YS6EN2CT7,2.9760000000,US East (Ohio),Memory optimized,32,r7iz.8xlarge,256 GiB,EBS only,12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
N9NYDBGC7WBQEZE2.JRTCKXETXF.6YS6EN2CT7,0.8543000000,US East (Ohio),General purpose,16,m7gd.4xlarge,64 GiB,1 x 950 NVMe SSD,Up to 15 Gigabit,Linux,General Purpose,Linux,NA,No License required
NKB8DU47ZKKBXW65.JRTCKXETXF.6YS6EN2CT7,1.3600000000,US East (Ohio),Compute optimized,32,c6i.8xlarge,64 GiB,EBS only,12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
NJP2EE5BPGWWNPBX.JRTCKXETXF.6YS6EN2CT7,0.0723000000,US East (Ohio),Compute optimized,2,c7g.large,4 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
NDZGNRFVQ4J59K77.JRTCKXETXF.6YS6EN2CT7,0.6607000000,US East (Ohio),General purpose,8,m5zn.2xlarge,32 GiB,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
NEEFFGMWTSG487WX.JRTCKXETXF.6YS6EN2CT7,1.7136000000,US East (Ohio),Memory optimized,32,r7g.8xlarge,256 GiB,EBS only,15 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
NES344FTJTVN47RU.JRTCKXETXF.6YS6EN2CT7,0.8048000000,US East (Ohio),GPU instance,4,g6.xlarge,16 GiB,1 x 250 GB NVMe SSD,Up to 10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
NF94DUQA29AU4W9G.JRTCKXETXF.6YS6EN2CT7,0.0957600000,US East (Ohio),General purpose,2,m7i-flex.large,8 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
RMEXS26VXNREG46P.JRTCKXETXF.6YS6EN2CT7,4.6080000000,US East (Ohio),Compute optimized,96,c5d.metal,192 GiB,4 x 900 NVMe SSD,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
RN6ZXCV87AETTGQS.JRTCKXETXF.6YS6EN2CT7,1.5392000000,US East (Ohio),GPU instance,16,gr6.4xlarge,128 GiB,1 x 600 GB NVMe SSD,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
RNUNXTYQMZDHD9S7.JRTCKXETXF.6YS6EN2CT7,2.8560000000,US East (Ohio),Compute optimized,64,c7i.16xlarge,128 GiB,EBS only,25000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
QCSMVCZNMCH7FWY6.JRTCKXETXF.6YS6EN2CT7,5.6952000000,US East (Ohio),General purpose,96,m6id.24xlarge,384 GiB,4 x 1425 NVMe SSD,37500 Megabit,Linux,General Purpose,Linux,NA,No License required
QA5JVUUHB8QXYEYM.JRTCKXETXF.6YS6EN2CT7,0.4520000000,US East (Ohio),Storage optimized,4,i3en.xlarge,32 GiB,1 x 2500 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
QHBKGKDQEU5DBPVM.JRTCKXETXF.6YS6EN2CT7,2.4480000000,US East (Ohio),GPU instance,32,g5.8xlarge,128 GiB,1 x 900 GB NVMe SSD,25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
S89PRF6W86HYCKPG.JRTCKXETXF.6YS6EN2CT7,4.6080000000,US East (Ohio),Memory optimized,64,r5d.16xlarge,512 GiB,4 x 600 NVMe SSD,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
S8QRKZX9THS6ASZS.JRTCKXETXF.6YS6EN2CT7,2.0144000000,US East (Ohio),GPU instance,32,g6.8xlarge,128 GiB,2 x 450 GB NVMe SSD,25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
RCTATTNMU4FRBNZ2.JRTCKXETXF.6YS6EN2CT7,13.3380000000,US East (Ohio),Memory optimized,128,x2idn.metal,2048 GiB,2 x 1900 NVMe SSD,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
RFW72CZF94FBVT5H.JRTCKXETXF.6YS6EN2CT7,0.0864000000,US East (Ohio),Compute optimized,2,c6gn.large,4 GiB,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
NXNRJ4X9TQR2CVBZ.JRTCKXETXF.6YS6EN2CT7,0.1080000000,US East (Ohio),Compute optimized,2,c5n.large,5.25 GiB,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
REKPRX9EC64HXMW7.JRTCKXETXF.6YS6EN2CT7,7.3440000000,US East (Ohio),Compute optimized,192,c6a.48xlarge,384 GiB,EBS only,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
P7XWJ7N26M8BR9NQ.JRTCKXETXF.6YS6EN2CT7,7.2576000000,US East (Ohio),Memory optimized,128,r6a.32xlarge,1024 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
P956DX3AA8XRUMDA.JRTCKXETXF.6YS6EN2CT7,7.5936000000,US East (Ohio),General purpose,128,m6id.metal,512 GiB,4 x 1900 NVMe SSD,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
PBKS5DBXUY3XY6XG.JRTCKXETXF.6YS6EN2CT7,5.6720000000,US East (Ohio),GPU instance,48,g5.12xlarge,192 GiB,1 x 3800 GB NVMe SSD,40 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
PBSQ5JDW6FKXQ4QF.JRTCKXETXF.6YS6EN2CT7,3.3345000000,US East (Ohio),Memory optimized,16,x2iedn.4xlarge,512 GiB,1 x 475 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
SY85B5JBVMYGADC5.JRTCKXETXF.6YS6EN2CT7,0.3080000000,US East (Ohio),Compute optimized,8,c5a.2xlarge,16 GiB,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
PRVHKRVEVFSNEWE3.JRTCKXETXF.6YS6EN2CT7,2.6112000000,US East (Ohio),General purpose,64,m7g.metal,256 GiB,EBS only,30 Gigabit,Linux,General Purpose,Linux,NA,No License required
T4SWW95MZ82F64W8.JRTCKXETXF.6YS6EN2CT7,7.2576000000,US East (Ohio),Memory optimized,96,r6id.24xlarge,768 GiB,4 x 1425 NVMe SSD,37500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
T6Z5ZM3V7QRTXCC5.JRTCKXETXF.6YS6EN2CT7,0.0770000000,US East (Ohio),General purpose,2,m6g.large,8 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
RTV6WVNZSVEKJ6VQ.JRTCKXETXF.6YS6EN2CT7,2.3123000000,US East (Ohio),Compute optimized,64,c7g.16xlarge,128 GiB,EBS only,30 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
RVVZ6EKZ8BST5GMT.JRTCKXETXF.6YS6EN2CT7,0.6880000000,US East (Ohio),Compute optimized,16,c5ad.4xlarge,32 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
PVR9E4FZUNNNAM9W.JRTCKXETXF.6YS6EN2CT7,2.7520000000,US East (Ohio),General purpose,64,m5a.16xlarge,256 GiB,EBS only,12 Gigabit,Linux,General Purpose,Linux,NA,No License required
Q3PQCVWR493GW5JR.JRTCKXETXF.6YS6EN2CT7,0.4520000000,US East (Ohio),Memory optimized,8,r5a.2xlarge,64 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
RWY5P9FB6JQYYM78.JRTCKXETXF.6YS6EN2CT7,2.1280000000,US East (Ohio),Memory optimized,32,r4.8xlarge,244 GiB,EBS only,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
Q3YJ6KRRTZ6VGRGK.JRTCKXETXF.6YS6EN2CT7,0.9040000000,US East (Ohio),General purpose,16,m5d.4xlarge,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
RXHS8BSAF6EAJ6R8.JRTCKXETXF.6YS6EN2CT7,1.2240000000,US East (Ohio),Compute optimized,32,c6a.8xlarge,64 GiB,EBS only,12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
Q5EY5K6SSHSDVN5H.JRTCKXETXF.6YS6EN2CT7,2.4344000000,US East (Ohio),Memory optimized,32,r7a.8xlarge,256 GiB,EBS only,12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
Q5JJAMPXQDKX6KXX.JRTCKXETXF.6YS6EN2CT7,6.1440000000,US East (Ohio),General purpose,128,m6i.metal,512 GiB,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
RXYEZ3QXT2GWNMRK.JRTCKXETXF.6YS6EN2CT7,1.0640000000,US East (Ohio),Memory optimized,16,r4.4xlarge,122 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
U4X443UQC5K8CM42.JRTCKXETXF.6YS6EN2CT7,0.1260000000,US East (Ohio),Memory optimized,2,r5.large,16 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
S3ECPXKCM3R5MT3P.JRTCKXETXF.6YS6EN2CT7,1.8984000000,US East (Ohio),General purpose,32,m6id.8xlarge,128 GiB,1 x 1900 NVMe SSD,12500 Megabit,Linux,General Purpose,Linux,NA,No License required
U5PHPNZUM3BCD7M2.JRTCKXETXF.6YS6EN2CT7,3.3415200000,US East (Ohio),General purpose,48,m6in.12xlarge,192 GiB,EBS only,75000 Megabit,Linux,General Purpose,Linux,NA,No License required
RZXF5TTVXK9N84JG.JRTCKXETXF.6YS6EN2CT7,0.1071000000,US East (Ohio),Memory optimized,2,r7g.large,16 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
PT9C8N2WAUYTKK7B.JRTCKXETXF.6YS6EN2CT7,1.4464000000,US East (Ohio),General purpose,32,m6gd.8xlarge,128 GiB,1 x 1900 NVMe SSD,12 Gigabit,Linux,General Purpose,Linux,NA,No License required
PTZGQUAZ779SMBSS.JRTCKXETXF.6YS6EN2CT7,1.7342000000,US East (Ohio),Compute optimized,48,c7g.12xlarge,96 GiB,EBS only,22500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
PUKYUSBPNBUE349E.JRTCKXETXF.6YS6EN2CT7,1.3232000000,US East (Ohio),GPU instance,16,g6.4xlarge,64 GiB,1 x 600 GB NVMe SSD,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
PUVQARX8GDMUJC2E.JRTCKXETXF.6YS6EN2CT7,0.1130000000,US East (Ohio),Memory optimized,2,r5a.large,16 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
U89ZGFBT83MY73GX.JRTCKXETXF.6YS6EN2CT7,0.1130000000,US East (Ohio),General purpose,2,m5d.large,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
SJUJPCXYUW9YDY2S.JRTCKXETXF.6YS6EN2CT7,0.1591200000,US East (Ohio),General purpose,2,m6idn.large,8 GiB,1 x 118 NVMe SSD,Up to 25000 Megabit,Linux,General Purpose,Linux,NA,No License required
QXZ6UKW26NAJPS5F.JRTCKXETXF.6YS6EN2CT7,0.2373000000,US East (Ohio),General purpose,4,m6id.xlarge,16 GiB,1 x 237 NVMe SSD,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
QM2BGAFGX6R5TQBU.JRTCKXETXF.6YS6EN2CT7,2.0960000000,US East (Ohio),Memory optimized,32,r5ad.8xlarge,256 GiB,2 x 600 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
P5SUV2TSUPADCTYR.JRTCKXETXF.6YS6EN2CT7,5.5641600000,US East (Ohio),General purpose,96,m7a.24xlarge,384 GiB,EBS only,37500 Megabit,Linux,General Purpose,Linux,NA,No License required
UEXBWRY6WTSZH5TN.JRTCKXETXF.6YS6EN2CT7,2.2320000000,US East (Ohio),Memory optimized,24,z1d.6xlarge,192 GiB,1 x 900 NVMe SSD,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
P6DPHTCC7X7T83SX.JRTCKXETXF.6YS6EN2CT7,2.0736000000,US East (Ohio),General purpose,48,m6a.12xlarge,192 GiB,EBS only,18750 Megabit,Linux,General Purpose,Linux,NA,No License required
SK6UUHZGC5WZB29B.JRTCKXETXF.6YS6EN2CT7,0.2980000000,US East (Ohio),Memory optimized,4,r5b.xlarge,32 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
UG3EA82E9XPT7JZA.JRTCKXETXF.6YS6EN2CT7,1.2355200000,US East (Ohio),Storage optimized,16,i4g.4xlarge,128 GiB,1 x 3750 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
UJ7SHZE7GZJ3XERM.JRTCKXETXF.6YS6EN2CT7,0.3430000000,US East (Ohio),Storage optimized,4,i4i.xlarge,32 GiB,1 x 937 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
R6GPP3DAS3SFJQEQ.JRTCKXETXF.6YS6EN2CT7,5.4240000000,US East (Ohio),Memory optimized,96,r5a.24xlarge,768 GiB,EBS only,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
R6TRJZCPZXG53G6B.JRTCKXETXF.6YS6EN2CT7,4.0960000000,US East (Ohio),GPU instance,64,g5.16xlarge,256 GiB,1 x 1900 GB NVMe SSD,25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
QZ9RTRDR6FSDSDTU.JRTCKXETXF.6YS6EN2CT7,0.2880000000,US East (Ohio),Memory optimized,4,r5d.xlarge,32 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
U9DDYBRASS3PUUBA.JRTCKXETXF.6YS6EN2CT7,3.4272000000,US East (Ohio),Memory optimized,64,r7g.metal,512 GiB,EBS only,30 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
SGFUDXSZXY8TA5AX.JRTCKXETXF.6YS6EN2CT7,0.0094000000,US East (Ohio),General purpose,2,t3a.micro,1 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
SH77K56M7WN6767K.JRTCKXETXF.6YS6EN2CT7,4.3520000000,US East (Ohio),General purpose,64,m5dn.16xlarge,256 GiB,4 x 600 NVMe SSD,75 Gigabit,Linux,General Purpose,Linux,NA,No License required
QY7KUA5NSVSEM69M.JRTCKXETXF.6YS6EN2CT7,2.4640000000,US East (Ohio),General purpose,64,m6g.metal,256 GiB,EBS only,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
QPP4W9YVZSKJSZ4A.JRTCKXETXF.6YS6EN2CT7,4.5600000000,US East (Ohio),GPU instance,64,g3.16xlarge,488 GiB,EBS only,20 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
VHN7VM9WJTM4M4FD.JRTCKXETXF.6YS6EN2CT7,0.0864000000,US East (Ohio),General purpose,2,m6a.large,8 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
QR3MVUCDBTTKBJK7.JRTCKXETXF.6YS6EN2CT7,0.3840000000,US East (Ohio),General purpose,8,m6i.2xlarge,32 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
QSV5NB567ZHWS88Q.JRTCKXETXF.6YS6EN2CT7,1.6128000000,US East (Ohio),General purpose,32,m7i.8xlarge,128 GiB,EBS only,12500 Megabit,Linux,General Purpose,Linux,NA,No License required
VP2ZAWC24JKYZ8BU.JRTCKXETXF.6YS6EN2CT7,5.4240000000,US East (Ohio),Storage optimized,48,i3en.12xlarge,384 GiB,4 x 7500 NVMe SSD,50 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
PGZTA2K7HWXDAT8Z.JRTCKXETXF.6YS6EN2CT7,11.9040000000,US East (Ohio),Memory optimized,128,r7iz.metal-32xl,1024 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
PRCCQJ3KS3C4GUDJ.JRTCKXETXF.6YS6EN2CT7,2.6720000000,US East (Ohio),Memory optimized,32,r5dn.8xlarge,256 GiB,2 x 600 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
J8NJKDGGFRSH7QUJ.JRTCKXETXF.6YS6EN2CT7,4.1180000000,US East (Ohio),Storage optimized,48,i4i.12xlarge,384 GiB,3 x 3750 NVMe SSD,28125 Megabit,Linux,Storage Optimized,Linux,NA,No License required
JBG5HJPZ5JX78YQX.JRTCKXETXF.6YS6EN2CT7,0.8064000000,US East (Ohio),Compute optimized,16,c6id.4xlarge,32 GiB,1 x 950 NVMe SSD,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
J27KHQAA9SF8KXQX.JRTCKXETXF.6YS6EN2CT7,3.2256000000,US East (Ohio),Memory optimized,64,r6g.metal,512 GiB,EBS only,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
J2ZBUDJCR33DTMTS.JRTCKXETXF.6YS6EN2CT7,3.3968000000,US East (Ohio),GPU instance,64,g6.16xlarge,256 GiB,2 x 940 GB NVMe SSD,25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
J3ASENPUVKBMMQG3.JRTCKXETXF.6YS6EN2CT7,0.1560000000,US East (Ohio),Storage optimized,2,i3.large,15.25 GiB,1 x 475 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
JNBD8ZZ5JSFMNNYR.JRTCKXETXF.6YS6EN2CT7,0.0058000000,US East (Ohio),General purpose,1,t2.nano,0.5 GiB,EBS only,Low,Linux,General Purpose,Linux,NA,No License required
JNDV9943X8PU79JA.JRTCKXETXF.6YS6EN2CT7,2.7120000000,US East (Ohio),Memory optimized,48,r5a.12xlarge,384 GiB,EBS only,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
JNWAM59Z9WKF38K9.JRTCKXETXF.6YS6EN2CT7,1.9040000000,US East (Ohio),General purpose,32,m5n.8xlarge,128 GiB,EBS only,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
KEJS5UBANESEVV9E.JRTCKXETXF.6YS6EN2CT7,0.0385000000,US East (Ohio),General purpose,1,m6g.medium,4 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
KFXYGRFS6FWMA8DJ.JRTCKXETXF.6YS6EN2CT7,0.8568000000,US East (Ohio),Memory optimized,16,r7g.4xlarge,128 GiB,EBS only,Up to 15 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
GY4EP95U8PKCRZ58.JRTCKXETXF.6YS6EN2CT7,0.0832000000,US East (Ohio),General purpose,2,t3.large,8 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
GZSHSGVERG8544YU.JRTCKXETXF.6YS6EN2CT7,0.2000000000,US East (Ohio),General purpose,4,m4.xlarge,16 GiB,EBS only,High,Linux,General Purpose,Linux,NA,No License required
HA2HC3ANPEWUY7RW.JRTCKXETXF.6YS6EN2CT7,12.7008000000,US East (Ohio),Memory optimized,192,r7i.48xlarge,1536 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
HACZM2ND2FQFX2VP.JRTCKXETXF.6YS6EN2CT7,0.3620000000,US East (Ohio),Machine Learning ASIC Instances,8,inf1.2xlarge,16 GiB,EBS only,Up to 25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
H3E4D3MNQF6YVRF6.JRTCKXETXF.6YS6EN2CT7,2.4640000000,US East (Ohio),Compute optimized,64,c5a.16xlarge,128 GiB,EBS only,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
H5A46RATU7NWTET6.JRTCKXETXF.6YS6EN2CT7,0.1819000000,US East (Ohio),Storage optimized,2,im4gn.large,8 GiB,1 x 937 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
H4N4UC4S7UCK7GSH.JRTCKXETXF.6YS6EN2CT7,0.5960000000,US East (Ohio),Memory optimized,8,r5b.2xlarge,64 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
H4ZG7UN963DEF9B2.JRTCKXETXF.6YS6EN2CT7,0.5960000000,US East (Ohio),Memory optimized,8,r5n.2xlarge,64 GiB,EBS only,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
H6PXPTQVXTJHZ3BG.JRTCKXETXF.6YS6EN2CT7,1.5321600000,US East (Ohio),General purpose,32,m7i-flex.8xlarge,128 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
HD9KFFG57BPS6XA9.JRTCKXETXF.6YS6EN2CT7,4.1839200000,US East (Ohio),Memory optimized,48,r6in.12xlarge,384 GiB,EBS only,75000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
HE9M7G8GZPGU92WY.JRTCKXETXF.6YS6EN2CT7,0.0835000000,US East (Ohio),Memory optimized,1,x2gd.medium,16 GiB,1 x 59 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
HFDYWHDYN3ETFQY2.JRTCKXETXF.6YS6EN2CT7,1.6128000000,US East (Ohio),Memory optimized,32,r6g.8xlarge,256 GiB,EBS only,12 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
JCJT9ETR764XHRVY.JRTCKXETXF.6YS6EN2CT7,5.7120000000,US East (Ohio),General purpose,96,m5n.metal,384 GiB,EBS only,100 Gigabit,Linux,General Purpose,Linux,NA,No License required
J8F5Q9BVHKTDD4YC.JRTCKXETXF.6YS6EN2CT7,0.0104000000,US East (Ohio),General purpose,2,t3.micro,1 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
JEQ7UDSSY464PEWF.JRTCKXETXF.6YS6EN2CT7,2.3040000000,US East (Ohio),General purpose,48,m6i.12xlarge,192 GiB,EBS only,18750 Megabit,Linux,General Purpose,Linux,NA,No License required
JFNS2WWC7D67NF9V.JRTCKXETXF.6YS6EN2CT7,4.6104000000,US East (Ohio),Storage optimized,32,is4gen.8xlarge,192 GiB,4 x 7500 SSD,50 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
J2Q4P3MW4SHJ8UU5.JRTCKXETXF.6YS6EN2CT7,0.9492000000,US East (Ohio),General purpose,16,m6id.4xlarge,64 GiB,1 x 950 NVMe SSD,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
J2U64VDM9T2PQM6K.JRTCKXETXF.6YS6EN2CT7,1.7280000000,US East (Ohio),Compute optimized,36,c5d.9xlarge,72 GiB,1 x 900 NVMe SSD,10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
J5JY2PJ3F8EP4BYY.JRTCKXETXF.6YS6EN2CT7,2.1760000000,US East (Ohio),Compute optimized,64,c6g.metal,128 GiB,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
HZEP38M3298TZXMF.JRTCKXETXF.6YS6EN2CT7,4.6893600000,US East (Ohio),Memory optimized,48,r6idn.12xlarge,384 GiB,2 x 1425 NVMe SSD,75000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
HT6FKUHE3U3SHHMA.JRTCKXETXF.6YS6EN2CT7,0.2052800000,US East (Ohio),Compute optimized,4,c7a.xlarge,8 GiB,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
HTS9V26TJCMHM6PT.JRTCKXETXF.6YS6EN2CT7,7.1520000000,US East (Ohio),Memory optimized,96,r5n.24xlarge,768 GiB,EBS only,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
HUVYFYNYFBYD5E8A.JRTCKXETXF.6YS6EN2CT7,4.9267200000,US East (Ohio),Compute optimized,96,c7a.24xlarge,192 GiB,EBS only,37500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
