rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
XPVRJ9D7YT87XBCH.JRTCKXETXF.6YS6EN2CT7,9.6768000000,US East (Ohio),General purpose,192,m7i.metal-48xl,768 GiB,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
XT8JF7STDEQ5U974.JRTCKXETXF.6YS6EN2CT7,0.1670000000,US East (Ohio),Memory optimized,2,r5dn.large,16 GiB,1 x 75 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
XU6ESG4N9JZ3NRHU.JRTCKXETXF.6YS6EN2CT7,0.3340000000,US East (Ohio),Memory optimized,4,x2gd.xlarge,64 GiB,1 x 237 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
XX8FRUYWYE53X9B4.JRTCKXETXF.6YS6EN2CT7,0.1344000000,US East (Ohio),General purpose,4,t4g.xlarge,16 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
XXEED49RH9DQZ834.JRTCKXETXF.6YS6EN2CT7,0.1521500000,US East (Ohio),Memory optimized,2,r7a.large,16 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
XGCN87X3G48M3BYR.JRTCKXETXF.6YS6EN2CT7,0.1360000000,US East (Ohio),Compute optimized,4,c6g.xlarge,8 GiB,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
XJ8D2R4439973G9C.JRTCKXETXF.6YS6EN2CT7,3.6288000000,US East (Ohio),Compute optimized,64,c6in.16xlarge,128 GiB,EBS only,100000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
YY6TCF5SAJX2C3TN.JRTCKXETXF.6YS6EN2CT7,6.6690000000,US East (Ohio),Memory optimized,64,x2idn.16xlarge,1024 GiB,1 x 1900 NVMe SSD,50 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
YZ4SN358MYPRUZVF.JRTCKXETXF.6YS6EN2CT7,1.8480000000,US East (Ohio),General purpose,48,m6g.12xlarge,192 GiB,EBS only,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
YZGT6U4DWJDJQA7S.JRTCKXETXF.6YS6EN2CT7,1.3824000000,US East (Ohio),Compute optimized,32,c6gn.8xlarge,64 GiB,EBS only,50 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
Z3Q4Q4Z2BRC63K8T.JRTCKXETXF.6YS6EN2CT7,0.1915200000,US East (Ohio),General purpose,4,m7i-flex.xlarge,16 GiB,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
Z5UNB5QXNF5PAQNN.JRTCKXETXF.6YS6EN2CT7,0.2142000000,US East (Ohio),Memory optimized,4,r7g.xlarge,32 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
YQZKQQ43X7CBE4ZD.JRTCKXETXF.6YS6EN2CT7,0.1330000000,US East (Ohio),Memory optimized,2,r4.large,15.25 GiB,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
YR3MEJZD3USM8NC3.JRTCKXETXF.6YS6EN2CT7,0.0416000000,US East (Ohio),General purpose,2,t3.medium,4 GiB,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
YXSUKA5AV8JBQ3P4.JRTCKXETXF.6YS6EN2CT7,0.3720000000,US East (Ohio),Memory optimized,4,z1d.xlarge,32 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
ZNHJWCZMTQHSTPTE.JRTCKXETXF.6YS6EN2CT7,4.6016000000,US East (Ohio),GPU instance,48,g6.12xlarge,192 GiB,4 X 940 GB NVMe SSD,40 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
ZZNXUPSQ9BSA2M88.JRTCKXETXF.6YS6EN2CT7,0.0230000000,US East (Ohio),General purpose,1,t2.small,2 GiB,EBS only,Low to Moderate,Linux,General Purpose,Linux,NA,No License required
ZZ3RTJYBHRBCJYC7.JRTCKXETXF.6YS6EN2CT7,0.7582000000,US East (Ohio),Machine Learning ASIC Instances,4,inf2.xlarge,16 GiB,EBS only,Up to 15 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
Z85PFK26R5HVYF6M.JRTCKXETXF.6YS6EN2CT7,1.3730000000,US East (Ohio),Storage optimized,16,i4i.4xlarge,128 GiB,1 x 3750 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
ZDDYX9E844C9PPSA.JRTCKXETXF.6YS6EN2CT7,2.2800000000,US East (Ohio),GPU instance,32,g3.8xlarge,244 GiB,EBS only,10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
ZEXGDPPAXSUWGPME.JRTCKXETXF.6YS6EN2CT7,0.1134000000,US East (Ohio),Memory optimized,2,r6a.large,16 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
ZEY3ZAM8JQWK5TPE.JRTCKXETXF.6YS6EN2CT7,0.3637900000,US East (Ohio),Storage optimized,4,im4gn.xlarge,16 GiB,1 x 1875 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
ZFJSVVWU9AM6D58Q.JRTCKXETXF.6YS6EN2CT7,2.5628000000,US East (Ohio),General purpose,48,m7gd.12xlarge,192 GiB,2 x 1425 NVMe SSD,22500 Megabit,Linux,General Purpose,Linux,NA,No License required
ZGCQQP8V273MUU9V.JRTCKXETXF.6YS6EN2CT7,10.8864000000,US East (Ohio),Memory optimized,192,r6a.metal,1536 GiB,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
ZHZFRTJV7DCA47JT.JRTCKXETXF.6YS6EN2CT7,0.1392300000,US East (Ohio),General purpose,2,m6in.large,8 GiB,EBS only,Up to 25000 Megabit,Linux,General Purpose,Linux,NA,No License required
ZKHJ2D3943PCPQJ5.JRTCKXETXF.6YS6EN2CT7,46.4039100000,US East (Ohio),Memory optimized,224,u-6tb1.56xlarge,6144 GiB,EBS only,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
ZMUUYVBE4X9YWP8X.JRTCKXETXF.6YS6EN2CT7,2.7120000000,US East (Ohio),Storage optimized,24,i3en.6xlarge,192 GiB,2 x 7500 NVMe SSD,25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
ZR3RQCJWRETJ5NVH.JRTCKXETXF.6YS6EN2CT7,0.9216000000,US East (Ohio),Memory optimized,16,r6gd.4xlarge,128 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
ZSKQTY7PTSUK5FGB.JRTCKXETXF.6YS6EN2CT7,0.5569200000,US East (Ohio),General purpose,8,m6in.2xlarge,32 GiB,EBS only,Up to 40000 Megabit,Linux,General Purpose,Linux,NA,No License required
ZSX3NBYHSUTH7852.JRTCKXETXF.6YS6EN2CT7,3.4560000000,US East (Ohio),Memory optimized,48,r5d.12xlarge,384 GiB,2 x 900 NVMe SSD,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
ZUVDBYBM2QV74J3P.JRTCKXETXF.6YS6EN2CT7,0.1152000000,US East (Ohio),Memory optimized,2,r6gd.large,16 GiB,1 x 118 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
ZW46J3GU9DJYQYP7.JRTCKXETXF.6YS6EN2CT7,13.3380000000,US East (Ohio),Memory optimized,64,x2iedn.16xlarge,2048 GiB,1 x 1900 NVMe SSD,50 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
ZWNAVY57PR5M6QDR.JRTCKXETXF.6YS6EN2CT7,20.0070000000,US East (Ohio),Memory optimized,96,x2iedn.24xlarge,3072 GiB,2 x 1425 NVMe SSD,75 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
ZWW6ZZSFWQM7H534.JRTCKXETXF.6YS6EN2CT7,0.6240000000,US East (Ohio),Storage optimized,8,i3.2xlarge,61 GiB,1 x 1900 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
UVU9TSGG6QHSMMRD.JRTCKXETXF.6YS6EN2CT7,5.4240000000,US East (Ohio),General purpose,96,m5d.24xlarge,384 GiB,4 x 900 NVMe SSD,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
TTNKGMUT2JFAZPEF.JRTCKXETXF.6YS6EN2CT7,2.9030000000,US East (Ohio),Compute optimized,64,c7gd.16xlarge,128 GiB,2 x 1900 NVMe SSD,30 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
TU6E93DA92VA6UYR.JRTCKXETXF.6YS6EN2CT7,4.0080000000,US East (Ohio),Memory optimized,48,r5dn.12xlarge,384 GiB,2 x 900 GB NVMe SSD,50 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
TVRTRAXGTDJNN898.JRTCKXETXF.6YS6EN2CT7,0.1540000000,US East (Ohio),General purpose,4,m6g.xlarge,16 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
TYFAFX2AW33V69GV.JRTCKXETXF.6YS6EN2CT7,1.2172000000,US East (Ohio),Memory optimized,16,r7a.4xlarge,128 GiB,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
V2VPYCJZ8GJ23VKP.JRTCKXETXF.6YS6EN2CT7,32.7726000000,US East (Ohio),GPU instance,96,p4d.24xlarge,1152 GiB,8 x 1000 SSD,400 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
V2W963DZ3S2583PM.JRTCKXETXF.6YS6EN2CT7,6.4906300000,US East (Ohio),Machine Learning ASIC Instances,96,inf2.24xlarge,384 GiB,EBS only,50 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
V7N8YPWWSY33BMDU.JRTCKXETXF.6YS6EN2CT7,0.7680000000,US East (Ohio),General purpose,16,m5.4xlarge,64 GiB,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
V8QFQD6G2R5JGEHN.JRTCKXETXF.6YS6EN2CT7,4.9420800000,US East (Ohio),Storage optimized,64,i4g.16xlarge,512 GiB,4 x 3750 SSD,37500 Megabit,Linux,Storage Optimized,Linux,NA,No License required
